"uid","url","proxy_used","oman_block_social?","oman_block_laws?","india_block?"
"338","http://bhandafodu.blogspot.com/","http://OMAN_PROXY2:80",,,
"339","http://bhandafodu.blogspot.com/",,,,
"340","http://www.unipay2u.com","http://OMAN_PROXY1:8080",,,
"341","http://www.unipay2u.com","http://OMAN_PROXY2:80",,,
"342","http://www.unipay2u.com",,,,
"343","http://www.unipay2u-international.com","http://OMAN_PROXY1:8080",,,
"344","http://www.unipay2u-international.com","http://OMAN_PROXY2:80",,,
"345","http://www.unipay2u-international.com",,,,
"346","http://www.unipay2u-trading.com","http://OMAN_PROXY1:8080",,,
"347","http://www.unipay2u-trading.com","http://OMAN_PROXY2:80",,,
"348","http://www.unipay2u-trading.com",,,,
"349","http://www.unipaygateway2u.com","http://OMAN_PROXY1:8080",,,
"350","http://www.unipaygateway2u.com","http://OMAN_PROXY2:80",,,
"351","http://www.unipaygateway2u.com",,,,
"352","http://www.unigold2u.com","http://OMAN_PROXY1:8080",,,
"353","http://www.unigold2u.com","http://OMAN_PROXY2:80",,,
"354","http://www.unigold2u.com",,,,
"355","http://www.unicreation2u.com","http://OMAN_PROXY1:8080",,,
"356","http://www.unicreation2u.com","http://OMAN_PROXY2:80",,,
"357","http://www.unicreation2u.com",,,,
"358","http://www.uniexchange2u.com","http://OMAN_PROXY1:8080",,,
"359","http://www.uniexchange2u.com","http://OMAN_PROXY2:80",,,
"360","http://www.uniexchange2u.com",,,,
"361","http://www.visarev.com","http://OMAN_PROXY1:8080",,,
"362","http://www.visarev.com","http://OMAN_PROXY2:80",,,
"363","http://www.visarev.com",,,,
"364","http://www.unipay2u-marketing-private-limited.com","http://OMAN_PROXY1:8080",,,
"365","http://www.unipay2u-marketing-private-limited.com","http://OMAN_PROXY2:80",,,
"366","http://www.unipay2u-marketing-private-limited.com",,,,
"367","http://www.vergingoldint.com","http://OMAN_PROXY1:8080",,,
"368","http://www.vergingoldint.com","http://OMAN_PROXY2:80",,,
"369","http://www.vergingoldint.com",,,,
"370","http://www.ad2earn.com","http://OMAN_PROXY1:8080",,,
"371","http://www.ad2earn.com","http://OMAN_PROXY2:80",,,
"372","http://www.ad2earn.com",,,,
"373","http://www.silobreaker.com/delhi-hc-seeks-response-from-supreme-court-lawyer-for-criticizing-judge-5","http://OMAN_PROXY1:8080",,,
"374","http://www.silobreaker.com/delhi-hc-seeks-response-from-supreme-court-lawyer-for-criticizing-judge-5","http://OMAN_PROXY2:80",,,
"375","http://www.silobreaker.com/delhi-hc-seeks-response-from-supreme-court-lawyer-for-criticizing-judge-5",,,,
"376","http://www.facebook.com/#!/pages/this-dog-will-get-more-fans-than-syad-ali-shah-geelani/219014304783271","http://OMAN_PROXY1:8080",,,
"377","http://www.facebook.com/#!/pages/this-dog-will-get-more-fans-than-syad-ali-shah-geelani/219014304783271","http://OMAN_PROXY2:80",,,
"378","http://www.facebook.com/#!/pages/this-dog-will-get-more-fans-than-syad-ali-shah-geelani/219014304783271",,,,
"379","http://shariah4hind.com","http://OMAN_PROXY1:8080",,,
"380","http://shariah4hind.com","http://OMAN_PROXY2:80",,,
"381","http://shariah4hind.com",,,,
"382","http://hinduexistence.wordpress.comhttp://t0.gstatic.com/images?q=tbn:ANd9GeSCH-Hre979-1xz2ymqpEgMP9x3y8A_P26brhMRiqcui34cqs1s","http://OMAN_PROXY1:8080",,,
"383","http://hinduexistence.wordpress.comhttp://t0.gstatic.com/images?q=tbn:ANd9GeSCH-Hre979-1xz2ymqpEgMP9x3y8A_P26brhMRiqcui34cqs1s","http://OMAN_PROXY2:80",,,
"384","http://hinduexistence.wordpress.comhttp://t0.gstatic.com/images?q=tbn:ANd9GeSCH-Hre979-1xz2ymqpEgMP9x3y8A_P26brhMRiqcui34cqs1s",,,,
"385","http://facebook.com/#!sonniyya/photos","http://OMAN_PROXY1:8080",,,
"386","http://facebook.com/#!sonniyya/photos","http://OMAN_PROXY2:80",,,
"387","http://facebook.com/#!sonniyya/photos",,,,
"388","http://facebook.com/media/set/?set=a.228899373874308.46433.100002627423113&type=3","http://OMAN_PROXY1:8080",,,
"389","http://facebook.com/media/set/?set=a.228899373874308.46433.100002627423113&type=3","http://OMAN_PROXY2:80",,,
"390","http://facebook.com/media/set/?set=a.228899373874308.46433.100002627423113&type=3",,,,
"391","http://epaper.telegraphindia.com/PUBLICATION/TT/TT/2012/03/19.INDEX.SHTML","http://OMAN_PROXY1:8080",,,
"392","http://epaper.telegraphindia.com/PUBLICATION/TT/TT/2012/03/19.INDEX.SHTML","http://OMAN_PROXY2:80",,,
"393","http://epaper.telegraphindia.com/PUBLICATION/TT/TT/2012/03/19.INDEX.SHTML",,,,
"394","http://hinduexistence.wordpress.com/2012/03/oh-not-again.jpg","http://OMAN_PROXY1:8080",,,"yes"
"395","http://hinduexistence.wordpress.com/2012/03/oh-not-again.jpg","http://OMAN_PROXY2:80",,,
"396","http://hinduexistence.wordpress.com/2012/03/oh-not-again.jpg",,,,
"397","http://t0.gstatic.com/images?q=tbn:ANd9GcSCH-Hre979-1xz2ymqpEgMP9x3y8A_P26brhMRiqcui34cqs1s","http://OMAN_PROXY1:8080",,,
"398","http://t0.gstatic.com/images?q=tbn:ANd9GcSCH-Hre979-1xz2ymqpEgMP9x3y8A_P26brhMRiqcui34cqs1s","http://OMAN_PROXY2:80",,,
"399","http://t0.gstatic.com/images?q=tbn:ANd9GcSCH-Hre979-1xz2ymqpEgMP9x3y8A_P26brhMRiqcui34cqs1s",,,,
"400","http://facebook.com/#!media/set/?set=a.228899373874308.46433.100002627423113&type=3","http://OMAN_PROXY1:8080",,,
"401","http://facebook.com/#!media/set/?set=a.228899373874308.46433.100002627423113&type=3","http://OMAN_PROXY2:80",,,
"402","http://facebook.com/#!media/set/?set=a.228899373874308.46433.100002627423113&type=3",,,,
"403","http://t0.gstatic.com/images?q=tbn:ANd9GcSCh-tire979-","http://OMAN_PROXY1:8080",,,
"404","http://t0.gstatic.com/images?q=tbn:ANd9GcSCh-tire979-","http://OMAN_PROXY2:80",,,
"405","http://t0.gstatic.com/images?q=tbn:ANd9GcSCh-tire979-",,,,
"406","http://google.co.in/search?q=telegraphkolkatat2/20march2012&hl=en&prmd=imvns&source=inms&tbm=isch&ei=YvBqT-WxFtHjrAe5s5mdAg&sa=X&oi=modelink&ct=mode&cd=2&ved=0CBUQAU0AQ&biw=1843&bih=959","http://OMAN_PROXY1:8080",,,
"407","http://google.co.in/search?q=telegraphkolkatat2/20march2012&hl=en&prmd=imvns&source=inms&tbm=isch&ei=YvBqT-WxFtHjrAe5s5mdAg&sa=X&oi=modelink&ct=mode&cd=2&ved=0CBUQAU0AQ&biw=1843&bih=959","http://OMAN_PROXY2:80",,,
"408","http://google.co.in/search?q=telegraphkolkatat2/20march2012&hl=en&prmd=imvns&source=inms&tbm=isch&ei=YvBqT-WxFtHjrAe5s5mdAg&sa=X&oi=modelink&ct=mode&cd=2&ved=0CBUQAU0AQ&biw=1843&bih=959",,,,
"409","http://absongs.com","http://OMAN_PROXY1:8080",,,"yes"
"410","http://absongs.com","http://OMAN_PROXY2:80",,,"yes"
"411","http://absongs.com",,,,
"412","http://apniisp.com","http://OMAN_PROXY1:8080",,,
"413","http://apniisp.com","http://OMAN_PROXY2:80",,,
"414","http://apniisp.com",,,,
"415","http://apunkabollywood.com","http://OMAN_PROXY1:8080",,,"yes"
"416","http://apunkabollywood.com","http://OMAN_PROXY2:80",,,"yes"
"417","http://apunkabollywood.com",,,,
"418","http://bollyextreme.com","http://OMAN_PROXY1:8080",,,
"419","http://bollyextreme.com","http://OMAN_PROXY2:80",,,
"420","http://bollyextreme.com",,,,
"421","http://bollywood-hits.com","http://OMAN_PROXY1:8080",,,
"422","http://bollywood-hits.com","http://OMAN_PROXY2:80",,,
"423","http://bollywood-hits.com",,,,
"424","http://bollywoodmp4.com","http://OMAN_PROXY1:8080",,,"yes"
"425","http://bollywoodmp4.com","http://OMAN_PROXY2:80",,,"yes"
"426","http://bollywoodmp4.com",,,,
"427","http://bollywoodstop.com","http://OMAN_PROXY1:8080",,,"yes"
"428","http://bollywoodstop.com","http://OMAN_PROXY2:80",,,"yes"
"429","http://coolgoose.com","http://OMAN_PROXY1:8080",,,
"430","http://coolgoose.com","http://OMAN_PROXY2:80",,,
"431","http://coolgoose.com",,,,
"432","http://dacoolsite.com","http://OMAN_PROXY1:8080",,,"yes"
"433","http://dacoolsite.com","http://OMAN_PROXY2:80",,,"yes"
"434","http://dacoolsite.com",,,,
"435","http://desihits.net","http://OMAN_PROXY1:8080",,,"yes"
"436","http://desihits.net","http://OMAN_PROXY2:80",,,"yes"
"437","http://desihits.net",,,,
"438","http://desifunda.net","http://OMAN_PROXY1:8080",,,
"439","http://desifunda.net","http://OMAN_PROXY2:80",,,
"440","http://desifunda.net",,,,
"441","http://desisong.com","http://OMAN_PROXY1:8080",,,
"442","http://desisong.com","http://OMAN_PROXY2:80",,,
"443","http://desisong.com",,,,
"444","http://downloadming.com","http://OMAN_PROXY1:8080",,,
"445","http://downloadming.com","http://OMAN_PROXY2:80",,,
"446","http://downloadming.com",,,,
"447","http://freeindisongs.com","http://OMAN_PROXY1:8080",,,"yes"
"448","http://freeindisongs.com","http://OMAN_PROXY2:80",,,"yes"
"449","http://freeindisongs.com",,,,
"450","http://funmaza.com","http://OMAN_PROXY1:8080",,,
"451","http://funmaza.com","http://OMAN_PROXY2:80",,,
"452","http://funmaza.com",,,,
"453","http://songs.ind.in","http://OMAN_PROXY1:8080",,,
"454","http://songs.ind.in","http://OMAN_PROXY2:80",,,
"455","http://songs.ind.in",,,,
"456","http://karachimag.com","http://OMAN_PROXY1:8080",,,"yes"
"457","http://karachimag.com","http://OMAN_PROXY2:80",,,"yes"
"458","http://koolfree.com","http://OMAN_PROXY1:8080",,,
"459","http://koolfree.com","http://OMAN_PROXY2:80",,,
"460","http://koolfree.com",,,,
"461","http://mastmag.com","http://OMAN_PROXY1:8080",,,"yes"
"462","http://mastmag.com","http://OMAN_PROXY2:80",,,"yes"
"463","http://mastmag.com",,,,
"464","http://mobraja.com","http://OMAN_PROXY1:8080",,,
"465","http://mobraja.com","http://OMAN_PROXY2:80",,,
"466","http://mobraja.com",,,,
"467","http://mp3paradice.com","http://OMAN_PROXY1:8080",,,
"468","http://mp3paradice.com","http://OMAN_PROXY2:80",,,
"469","http://mp3paradice.com",,,,
"470","http://musicduniya.com","http://OMAN_PROXY1:8080",,,
"471","http://musicduniya.com","http://OMAN_PROXY2:80",,,
"472","http://musicduniya.com",,,,
"473","http://musiqbuzz.com","http://OMAN_PROXY1:8080",,,
"474","http://musiqbuzz.com","http://OMAN_PROXY2:80",,,
"475","http://musiqbuzz.com",,,,
"476","http://muskurahat.com","http://OMAN_PROXY1:8080",,,
"477","http://muskurahat.com","http://OMAN_PROXY2:80",,,
"478","http://muskurahat.com",,,,
"479","http://netmasty.com","http://OMAN_PROXY1:8080",,,
"480","http://netmasty.com","http://OMAN_PROXY2:80",,,
"481","http://netmasty.com",,,,
"482","http://pakfellows.com","http://OMAN_PROXY1:8080",,,
"483","http://pakfellows.com","http://OMAN_PROXY2:80",,,
"484","http://pakfellows.com",,,,
"485","http://playlist.pk","http://OMAN_PROXY1:8080",,,"yes"
"486","http://playlist.pk","http://OMAN_PROXY2:80",,,"yes"
"487","http://playlist.pk",,,,
"488","http://punjabcentral.com","http://OMAN_PROXY1:8080",,,
"489","http://punjabcentral.com","http://OMAN_PROXY2:80",,,
"490","http://punjabcentral.com",,,,
"491","http://radioreloaded.com","http://OMAN_PROXY1:8080",,,
"492","http://radioreloaded.com","http://OMAN_PROXY2:80",,,
"493","http://radioreloaded.com",,,,
"494","http://radiorhythmz.fm","http://OMAN_PROXY1:8080",,,
"495","http://radiorhythmz.fm","http://OMAN_PROXY2:80",,,
"496","http://radiorhythmz.fm",,,,
"497","http://radiorocking.com","http://OMAN_PROXY1:8080",,,
"498","http://radiorocking.com","http://OMAN_PROXY2:80",,,
"499","http://radiorocking.com",,,,
"500","http://rkmania.com","http://OMAN_PROXY1:8080",,,"yes"
"501","http://rkmania.com","http://OMAN_PROXY2:80",,,"yes"
"502","http://rkmania.com",,,,
"503","http://songbox.pk","http://OMAN_PROXY1:8080",,,"yes"
"504","http://songbox.pk","http://OMAN_PROXY2:80",,,"yes"
"505","http://songbox.pk",,,,
"506","http://songsnonstop.com","http://OMAN_PROXY1:8080",,,
"507","http://songsnonstop.com","http://OMAN_PROXY2:80",,,
"508","http://songsnonstop.com",,,,
"509","http://songsrack.com","http://OMAN_PROXY1:8080",,,
"510","http://songsrack.com","http://OMAN_PROXY2:80",,,
"511","http://songsrack.com",,,,
"512","http://songsrip.com","http://OMAN_PROXY1:8080",,,
"513","http://songsrip.com","http://OMAN_PROXY2:80",,,
"514","http://songsrip.com",,,,
"515","http://songzilla.com","http://OMAN_PROXY1:8080",,,
"516","http://songzilla.com","http://OMAN_PROXY2:80",,,
"517","http://songzilla.com",,,,
"518","http://topupmp3.com","http://OMAN_PROXY1:8080",,,"yes"
"519","http://topupmp3.com","http://OMAN_PROXY2:80",,,"yes"
"520","http://topupmp3.com",,,,
"521","http://town67.com","http://OMAN_PROXY1:8080",,,"yes"
"522","http://town67.com","http://OMAN_PROXY2:80",,,"yes"
"523","http://town67.com",,,,
"524","http://100india.com","http://OMAN_PROXY1:8080",,,
"525","http://100india.com","http://OMAN_PROXY2:80",,,
"526","http://100india.com",,,,
"527","http://musicindiaonline.com","http://OMAN_PROXY1:8080",,,
"528","http://musicindiaonline.com","http://OMAN_PROXY2:80",,,
"529","http://musicindiaonline.com",,,,
"530","http://bharatlover.com","http://OMAN_PROXY1:8080",,,
"531","http://bharatlover.com","http://OMAN_PROXY2:80",,,
"532","http://bharatlover.com",,,,
"533","http://cckerala.com","http://OMAN_PROXY1:8080",,,
"534","http://cckerala.com","http://OMAN_PROXY2:80",,,
"535","http://cckerala.com",,,,
"536","http://centralmusiq.com","http://OMAN_PROXY1:8080",,,
"537","http://centralmusiq.com","http://OMAN_PROXY2:80",,,
"538","http://centralmusiq.com",,,,
"539","http://chimatamusic.com","http://OMAN_PROXY1:8080",,,
"540","http://chimatamusic.com","http://OMAN_PROXY2:80",,,
"541","http://chimatamusic.com",,,,
"542","http://desimusic.com","http://OMAN_PROXY1:8080",,,"yes"
"543","http://desimusic.com","http://OMAN_PROXY2:80",,,"yes"
"544","http://desimusic.com",,,,
"545","http://desishock.net","http://OMAN_PROXY1:8080",,,
"546","http://desishock.net","http://OMAN_PROXY2:80",,,
"547","http://desishock.net",,,,
"548","http://dhool.com","http://OMAN_PROXY1:8080",,,
"549","http://dhool.com","http://OMAN_PROXY2:80",,,
"550","http://dhool.com",,,,
"551","http://dishant.com","http://OMAN_PROXY1:8080",,,
"552","http://dishant.com","http://OMAN_PROXY2:80",,,
"553","http://dishant.com",,,,
"554","http://filmimusic.com","http://OMAN_PROXY1:8080",,,
"555","http://filmimusic.com","http://OMAN_PROXY2:80",,,
"556","http://filmimusic.com",,,,
"557","http://fun1001.com","http://OMAN_PROXY1:8080",,,"yes"
"558","http://fun1001.com","http://OMAN_PROXY2:80",,,"yes"
"559","http://hindimirchi.com","http://OMAN_PROXY1:8080",,,"yes"
"560","http://hindimirchi.com","http://OMAN_PROXY2:80",,,"yes"
"561","http://hindimirchi.com",,,,
"562","http://sunomusic.com","http://OMAN_PROXY1:8080",,,
"563","http://sunomusic.com","http://OMAN_PROXY2:80",,,
"564","http://sunomusic.com",,,,
"565","http://telugufm.com","http://OMAN_PROXY1:8080",,,
"566","http://telugufm.com","http://OMAN_PROXY2:80",,,
"567","http://telugufm.com",,,,
"568","http://yolike.com","http://OMAN_PROXY1:8080",,,
"569","http://yolike.com","http://OMAN_PROXY2:80",,,
"570","http://yolike.com",,,,
"571","http://andhravillas.com","http://OMAN_PROXY1:8080",,,
"572","http://andhravillas.com","http://OMAN_PROXY2:80",,,
"573","http://andhravillas.com",,,,
"574","http://smashits.com","http://OMAN_PROXY1:8080",,,"yes"
"575","http://smashits.com","http://OMAN_PROXY2:80",,,"yes"
"576","http://smashits.com",,,,
"577","http://songdad.com","http://OMAN_PROXY1:8080",,,
"578","http://songdad.com","http://OMAN_PROXY2:80",,,
"579","http://songdad.com",,,,
"580","http://songslover.net","http://OMAN_PROXY1:8080",,,
"581","http://songslover.net","http://OMAN_PROXY2:80",,,
"582","http://songslover.net",,,,
"583","http://ragalahari.com","http://OMAN_PROXY1:8080",,,"yes"
"584","http://ragalahari.com","http://OMAN_PROXY2:80",,,"yes"
"585","http://ragalahari.com",,,,
"586","http://freeplaymp3songdownload.com","http://OMAN_PROXY1:8080",,,"yes"
"587","http://freeplaymp3songdownload.com","http://OMAN_PROXY2:80",,,"yes"
"588","http://freeplaymp3songdownload.com",,,,
"589","http://desijammers.com","http://OMAN_PROXY1:8080",,,"yes"
"590","http://desijammers.com","http://OMAN_PROXY2:80",,,"yes"
"591","http://desijammers.com",,,,
"592","http://thenisai.com","http://OMAN_PROXY1:8080",,,"yes"
"593","http://thenisai.com","http://OMAN_PROXY2:80",,,"yes"
"594","http://thenisai.com",,,,
"595","http://mp3feelings.com","http://OMAN_PROXY1:8080",,,"yes"
"596","http://mp3feelings.com","http://OMAN_PROXY2:80",,,"yes"
"597","http://mp3feelings.com",,,,
"598","http://mazafm.com","http://OMAN_PROXY1:8080",,,"yes"
"599","http://mazafm.com","http://OMAN_PROXY2:80",,,"yes"
"600","http://mazafm.com",,,,
"601","http://kjyesudas.com","http://OMAN_PROXY1:8080",,,
"602","http://kjyesudas.com","http://OMAN_PROXY2:80",,,
"603","http://kjyesudas.com",,,,
"604","http://jaanfm.com","http://OMAN_PROXY1:8080",,,
"605","http://jaanfm.com","http://OMAN_PROXY2:80",,,
"606","http://jaanfm.com",,,,
"607","http://gr8click.com","http://OMAN_PROXY1:8080",,,
"608","http://gr8click.com","http://OMAN_PROXY2:80",,,
"609","http://gr8click.com",,,,
"610","http://funscrape.com","http://OMAN_PROXY1:8080",,,
"611","http://funscrape.com","http://OMAN_PROXY2:80",,,
"612","http://funscrape.com",,,,
"613","http://tamilmaalai.com","http://OMAN_PROXY1:8080",,,
"614","http://tamilmaalai.com","http://OMAN_PROXY2:80",,,
"615","http://tamilmaalai.com",,,,
"616","http://tamilkey.info","http://OMAN_PROXY1:8080",,,
"617","http://tamilkey.info","http://OMAN_PROXY2:80",,,
"618","http://tamilkey.info",,,,
"619","http://vmusiq.com","http://OMAN_PROXY1:8080",,,"yes"
"620","http://vmusiq.com","http://OMAN_PROXY2:80",,,"yes"
"621","http://vmusiq.com",,,,
"622","http://sevanthi.com","http://OMAN_PROXY1:8080",,,
"623","http://sevanthi.com","http://OMAN_PROXY2:80",,,
"624","http://sevanthi.com",,,,
"625","http://tamilwire.com","http://OMAN_PROXY1:8080",,,
"626","http://tamilwire.com","http://OMAN_PROXY2:80",,,
"627","http://tamilwire.com",,,,
"628","http://a2ztamilsongs.com","http://OMAN_PROXY1:8080",,,
"629","http://a2ztamilsongs.com","http://OMAN_PROXY2:80",,,
"630","http://a2ztamilsongs.com",,,,
"631","http://123music.mobi","http://OMAN_PROXY1:8080",,,
"632","http://123music.mobi","http://OMAN_PROXY2:80",,,
"633","http://123music.mobi",,,,
"634","http://desiden.mobi","http://OMAN_PROXY1:8080",,,"yes"
"635","http://desiden.mobi","http://OMAN_PROXY2:80",,,"yes"
"636","http://desiden.mobi",,,,
"637","http://longmp3.mobi","http://OMAN_PROXY1:8080",,,
"638","http://longmp3.mobi","http://OMAN_PROXY2:80",,,
"639","http://longmp3.mobi",,,,
"640","http://krazywap.com","http://OMAN_PROXY1:8080",,,
"641","http://krazywap.com","http://OMAN_PROXY2:80",,,
"642","http://krazywap.com",,,,
"643","http://mobile-zon.com","http://OMAN_PROXY1:8080",,,
"644","http://mobile-zon.com","http://OMAN_PROXY2:80",,,
"645","http://mobile-zon.com",,,,
"646","http://mymp3.mobi","http://OMAN_PROXY1:8080",,,
"647","http://mymp3.mobi","http://OMAN_PROXY2:80",,,
"648","http://mymp3.mobi",,,,
"649","http://samwep.com","http://OMAN_PROXY1:8080",,,
"650","http://samwep.com","http://OMAN_PROXY2:80",,,
"651","http://samwep.com",,,,
"652","http://spicyfm.com","http://OMAN_PROXY1:8080",,,
"653","http://spicyfm.com","http://OMAN_PROXY2:80",,,
"654","http://spicyfm.com",,,,
"655","http://wapindia.net","http://OMAN_PROXY1:8080",,,
"656","http://wapindia.net","http://OMAN_PROXY2:80",,,
"657","http://wapindia.net",,,,
"658","http://wapmaza.mobi","http://OMAN_PROXY1:8080",,,"yes"
"659","http://wapmaza.mobi","http://OMAN_PROXY2:80",,,"yes"
"660","http://waprocks.in","http://OMAN_PROXY1:8080",,,
"661","http://waprocks.in","http://OMAN_PROXY2:80",,,
"662","http://waprocks.in",,,,
"663","http://mobidreamz.com","http://OMAN_PROXY1:8080",,,
"664","http://mobidreamz.com","http://OMAN_PROXY2:80",,,
"665","http://mobidreamz.com",,,,
"666","http://waptamil.net","http://OMAN_PROXY1:8080",,,
"667","http://waptamil.net","http://OMAN_PROXY2:80",,,
"668","http://waptamil.net",,,,
"669","http://zinkwap.com","http://OMAN_PROXY1:8080",,,"yes"
"670","http://zinkwap.com","http://OMAN_PROXY2:80",,,"yes"
"671","http://zinkwap.com",,,,
"672","http://desibajao.net","http://OMAN_PROXY1:8080",,,
"673","http://desibajao.net","http://OMAN_PROXY2:80",,,
"674","http://desibajao.net",,,,
"675","http://gogrumogru.com","http://OMAN_PROXY1:8080",,,"yes"
"676","http://gogrumogru.com","http://OMAN_PROXY2:80",,,"yes"
"677","http://bollywood-hits.com/","http://OMAN_PROXY1:8080",,,
"678","http://bollywood-hits.com/","http://OMAN_PROXY2:80",,,
"679","http://bollywood-hits.com/",,,,
"680","http://songslover.com","http://OMAN_PROXY1:8080",,,
"681","http://songslover.com","http://OMAN_PROXY2:80",,,
"682","http://songslover.com",,,,
"683","http://www.facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976","http://OMAN_PROXY1:8080",,,
"684","http://www.facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976","http://OMAN_PROXY2:80",,,
"685","http://www.facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976",,,,
"686","http://facebook.com/photo.php?fbid=2460992102663&set=0.314528855253976&type=1","http://OMAN_PROXY1:8080",,,
"687","http://facebook.com/photo.php?fbid=2460992102663&set=0.314528855253976&type=1","http://OMAN_PROXY2:80",,,
"688","http://facebook.com/photo.php?fbid=2460992102663&set=0.314528855253976&type=1",,,,
"689","http://facebook.com/photo.php?fbid=2460932541174%set=0.314528855253976&type=1#!photo.php?fbnid=2460904580475&set=0.314528855253976&type=1&permPage=1","http://OMAN_PROXY1:8080",,,
"690","http://facebook.com/photo.php?fbid=2460932541174%set=0.314528855253976&type=1#!photo.php?fbnid=2460904580475&set=0.314528855253976&type=1&permPage=1","http://OMAN_PROXY2:80",,,
"691","http://facebook.com/photo.php?fbid=2460932541174%set=0.314528855253976&type=1#!photo.php?fbnid=2460904580475&set=0.314528855253976&type=1&permPage=1",,,,
"692","http://facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976","http://OMAN_PROXY1:8080",,,
"693","http://facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976","http://OMAN_PROXY2:80",,,
"694","http://facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976",,,,
"695","http://www.facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976#!/photo.php?fbid=360284344011760&set=a.315702081803320.78979.314528855253976&type=1&theater","http://OMAN_PROXY1:8080",,,
"696","http://www.facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976#!/photo.php?fbid=360284344011760&set=a.315702081803320.78979.314528855253976&type=1&theater","http://OMAN_PROXY2:80",,,
"697","http://www.facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976#!/photo.php?fbid=360284344011760&set=a.315702081803320.78979.314528855253976&type=1&theater",,,,
"698","http://facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976#!/photo.php?fbid=360284344011760&set=a.315702081803320.78979.314528855253976&type=1&theater","http://OMAN_PROXY1:8080",,,
"699","http://facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976#!/photo.php?fbid=360284344011760&set=a.315702081803320.78979.314528855253976&type=1&theater","http://OMAN_PROXY2:80",,,
"700","http://facebook.com/pages/The-Real-Hindusm-FighterkuverDeepnayaningh/314528855253976#!/photo.php?fbid=360284344011760&set=a.315702081803320.78979.314528855253976&type=1&theater",,,,
"701","http://tamilfms.com","http://OMAN_PROXY1:8080",,,
"702","http://tamilfms.com","http://OMAN_PROXY2:80",,,
"703","http://tamilfms.com",,,,
"704","http://tamilkuru.com","http://OMAN_PROXY1:8080",,,
"705","http://tamilkuru.com","http://OMAN_PROXY2:80",,,
"706","http://tamilkuru.com",,,,
"707","http://tamilpeek.com","http://OMAN_PROXY1:8080",,,
"708","http://tamilpeek.com","http://OMAN_PROXY2:80",,,
"709","http://tamilpeek.com",,,,
"710","http://tamiltorrents.net","http://OMAN_PROXY1:8080",,,
"711","http://tamiltorrents.net","http://OMAN_PROXY2:80",,,
"712","http://tamiltorrents.net",,,,
"713","http://tamilvix.com","http://OMAN_PROXY1:8080",,,
"714","http://tamilvix.com","http://OMAN_PROXY2:80",,,
"715","http://tamilvix.com",,,,
"716","http://telugucinemascreen.in","http://OMAN_PROXY1:8080",,,
"717","http://telugucinemascreen.in","http://OMAN_PROXY2:80",,,
"718","http://telugucinemascreen.in",,,,
"719","http://telugunagar.com","http://OMAN_PROXY1:8080",,,
"720","http://telugunagar.com","http://OMAN_PROXY2:80",,,
"721","http://telugunagar.com",,,,
"722","http://telugustudio.net","http://OMAN_PROXY1:8080",,,
"723","http://telugustudio.net","http://OMAN_PROXY2:80",,,
"724","http://telugustudio.net",,,,
"725","http://telugu-theater.com","http://OMAN_PROXY1:8080",,,
"726","http://telugu-theater.com","http://OMAN_PROXY2:80",,,
"727","http://telugu-theater.com",,,,
"728","http://teluguwala.com","http://OMAN_PROXY1:8080",,,
"729","http://teluguwala.com","http://OMAN_PROXY2:80",,,
"730","http://teluguwala.com",,,,
"731","http://thepiratebay.ee","http://OMAN_PROXY1:8080",,,
"732","http://thepiratebay.ee","http://OMAN_PROXY2:80",,,
"733","http://thepiratebay.ee",,,,
"734","http://thisis50.com","http://OMAN_PROXY1:8080",,,
"735","http://thisis50.com","http://OMAN_PROXY2:80",,,
"736","http://thisis50.com",,,,
"737","http://tollyzone.com","http://OMAN_PROXY1:8080",,,
"738","http://tollyzone.com","http://OMAN_PROXY2:80",,,
"739","http://tollyzone.com",,,,
"740","http://torlock.com","http://OMAN_PROXY1:8080",,,
"741","http://torlock.com","http://OMAN_PROXY2:80",,,
"742","http://torlock.com",,,,
"743","http://torrent.cd","http://OMAN_PROXY1:8080","yes",,
"744","http://torrent.cd","http://OMAN_PROXY2:80","yes",,
"745","http://torrentbit.net","http://OMAN_PROXY1:8080","yes",,
"746","http://torrentbit.net","http://OMAN_PROXY2:80","yes",,
"747","http://torrentbit.net",,,,
"748","http://torrentcrazy.com","http://OMAN_PROXY1:8080",,,
"749","http://torrentcrazy.com","http://OMAN_PROXY2:80",,,
"750","http://torrentcrazy.com",,,,
"751","http://torrentdownload.ws","http://OMAN_PROXY1:8080",,,
"752","http://torrentdownload.ws","http://OMAN_PROXY2:80",,,
"753","http://torrentdownload.ws",,,,
"754","http://torrentdownloads.net","http://OMAN_PROXY1:8080",,,
